ra,dec,name,color,radius
186.981,5.721,gal,red,5.0
187.0018,11.95,gal,red,5.0
187.0085,15.4443,gal,red,5.0
187.0119,22.5879,gal,red,5.0
187.0159,2.9101,gal,red,5.0
187.0162,9.8037,gal,red,5.0
187.0205,13.612,gal,red,5.0
187.0207,13.5781,gal,red,5.0
187.0211,22.2911,gal,red,5.0
187.0272,12.8981,gal,red,5.0
187.0304,8.8151,gal,red,5.0
187.0359,12.0933,gal,red,5.0
187.0472,9.7604,gal,red,5.0
187.0503,10.3653,gal,red,5.0
187.0513,10.2976,gal,red,5.0
187.0535,10.526,gal,red,5.0
187.062,11.79,gal,red,5.0
187.0661,2.7008,gal,red,5.0
187.0663,1.8288,gal,red,5.0
187.0665,9.4364,gal,red,5.0
187.0781,11.7003,gal,red,5.0
187.0864,8.0118,gal,red,5.0
187.0984,13.1957,gal,red,5.0
187.0999,11.4205,gal,red,5.0
187.1078,11.2402,gal,red,5.0
187.1138,6.9462,gal,red,5.0
187.1169,12.8237,gal,red,5.0
187.127,7.3248,gal,red,5.0
187.1408,8.64,gal,red,5.0
187.1688,9.2591,gal,red,5.0
187.1731,7.8043,gal,red,5.0
187.1738,12.9158,gal,red,5.0
187.1777,12.5498,gal,red,5.0
187.1803,14.9993,gal,red,5.0
187.1805,11.7551,gal,red,5.0
187.1838,22.8216,gal,red,5.0
187.1871,12.8095,gal,red,5.0
187.193,16.2242,gal,red,5.0
187.2123,-2.0604,gal,red,5.0
187.229,9.4211,gal,red,5.0
187.2422,12.6617,gal,red,5.0
187.2493,12.6485,gal,red,5.0
187.2596,2.7231,gal,red,5.0
187.2769,14.0048,gal,red,5.0
187.284,9.4439,gal,red,5.0
187.3086,-1.3561,gal,red,5.0
187.3761,7.9929,gal,red,5.0
187.311,7.8775,gal,red,5.0
187.3119,12.9782,gal,red,5.0
187.3137,8.8145,gal,red,5.0
187.3259,10.1359,gal,red,5.0
187.3382,16.8064,gal,red,5.0
187.3444,9.988,gal,red,5.0
187.3479,12.4508,gal,red,5.0
187.3596,16.405,gal,red,5.0
187.3651,5.9736,gal,red,5.0
187.3671,8.7504,gal,red,5.0
187.3675,20.5636,gal,red,5.0
187.3958,8.058,gal,red,5.0
187.3693,12.4962,gal,red,5.0
187.3699,6.7714,gal,red,5.0
187.3773,7.6966,gal,red,5.0
187.3787,14.0491,gal,red,5.0
